1,Т561СО77 ,1,READY,2022-10-12 12:50:03
2,Р323ВТ77 ,2,READY,2022-10-12 12:55:04
3,Р071ХС77 ,3,READY,2022-10-12 12:55:04
4,Т561СО77 ,1,BEGIN,2022-10-12 12:56:03
5,Р071ХС77 ,3,BEGIN,2022-10-12 12:56:03
6,Р323ВТ77 ,2,BEGIN,2022-10-12 12:58:03
7,Р023ЕН77 ,5,READY,2022-10-12 12:59:03
8,О578РН77 ,4,READY,2022-10-12 13:02:03
9,М506СН77 ,6,READY,2022-10-12 13:02:03
10,А591ЕУ77 ,7,READY,2022-10-12 13:02:03
11,К389ТУ77 ,8,READY,2022-10-12 13:03:02
12,М919НР77 ,10,READY,2022-10-12 13:03:02
13,А591ЕУ77 ,7,CANCEL,2022-10-12 13:03:02
14,К389ТУ77 ,8,BEGIN,2022-10-12 13:03:02
15,А591ЕУ77 ,9,READY,2022-10-12 13:04:03
16,О578РН77 ,4,BEGIN,2022-10-12 13:04:03
17,М506СН77 ,6,BEGIN,2022-10-12 13:04:03
18,Р071ХС77 ,3,END,2022-10-12 13:04:03
19,М919НР77 ,10,CANCEL,2022-10-12 13:05:03
20,А591ЕУ77 ,9,BEGIN,2022-10-12 13:05:03
21,Р071ХС77 ,11,READY,2022-10-12 13:06:03
22,Р023ЕН77 ,5,BEGIN,2022-10-12 13:06:03
23,М919НР77 ,12,READY,2022-10-12 13:07:03
24,Р545НА77 ,13,READY,2022-10-12 13:07:03
25,В980МУ977,14,READY,2022-10-12 13:09:03
26,Р030РС99 ,15,READY,2022-10-12 13:09:03
27,Е329РР150,16,READY,2022-10-12 13:09:03
28,Р545НА77 ,13,BEGIN,2022-10-12 13:09:03
29,Р030РС99 ,15,CANCEL,2022-10-12 13:09:03
30,М919НР77 ,12,CANCEL,2022-10-12 13:10:03
31,М919НР77 ,18,READY,2022-10-12 13:12:03
32,В980МУ977,14,BEGIN,2022-10-12 13:12:03
33,Е329РР150,16,CANCEL,2022-10-12 13:12:03
34,М919НР77 ,18,BEGIN,2022-10-12 13:12:03
35,Р030РС99 ,17,READY,2022-10-12 13:13:03
36,Е329РР150,19,READY,2022-10-12 13:13:03
37,С214ТР777,20,READY,2022-10-12 13:13:03
38,Р071ХС77 ,11,BEGIN,2022-10-12 13:13:03
39,Р030РС99 ,17,BEGIN,2022-10-12 13:13:03
40,Р323ВТ77 ,2,END,2022-10-12 13:13:03
41,А591ЕУ77 ,9,END,2022-10-12 13:13:03
42,Т561СО77 ,1,END,2022-10-12 13:14:03
43,Т561СО77 ,22,READY,2022-10-12 13:15:03
44,Р323ВТ77 ,23,READY,2022-10-12 13:15:03
45,А591ЕУ77 ,24,READY,2022-10-12 13:15:03
46,С214ТР777,20,CANCEL,2022-10-12 13:15:03
47,С214ТР777,21,READY,2022-10-12 13:16:03
48,К897КН977,25,READY,2022-10-12 13:16:03
49,Е329РР150,19,BEGIN,2022-10-12 13:16:03
50,Т561СО77 ,22,BEGIN,2022-10-12 13:16:03
51,К389ТУ77 ,8,END,2022-10-12 13:16:03
52,В980МУ977,14,END,2022-10-12 13:16:03
53,С214ТР777,21,BEGIN,2022-10-12 13:17:03
54,К389ТУ77 ,26,READY,2022-10-12 13:18:03
55,В980МУ977,27,READY,2022-10-12 13:18:03
56,А591ЕУ77 ,24,BEGIN,2022-10-12 13:18:03
57,К897КН977,25,BEGIN,2022-10-12 13:18:03
58,А274ЕТ197,29,READY,2022-10-12 13:19:03
59,Р323ВТ77 ,23,BEGIN,2022-10-12 13:19:03
60,О612ВХ190,28,READY,2022-10-12 13:20:03
61,К389ТУ77 ,26,CANCEL,2022-10-12 13:20:03
62,А274ЕТ197,29,BEGIN,2022-10-12 13:20:03
63,Р071ХС77 ,11,END,2022-10-12 13:20:03
64,Р071ХС77 ,30,READY,2022-10-12 13:21:03
65,К389ТУ77 ,31,READY,2022-10-12 13:22:03
66,В980МУ977,27,BEGIN,2022-10-12 13:22:03
67,К389ТУ77 ,31,BEGIN,2022-10-12 13:22:03
68,С214ТР777,21,END,2022-10-12 13:22:03
69,С214ТР777,33,READY,2022-10-12 13:23:03
70,Т561СО77 ,22,END,2022-10-12 13:24:03
71,О578РН77 ,4,END,2022-10-12 13:25:02
72,Т561СО77 ,34,READY,2022-10-12 13:27:03
73,О578РН77 ,35,READY,2022-10-12 13:27:03
74,У384НР90 ,37,READY,2022-10-12 13:27:03
75,К173СН190,39,READY,2022-10-12 13:27:03
76,К931РК99 ,40,READY,2022-10-12 13:27:03
77,О578РН77 ,35,BEGIN,2022-10-12 13:27:03
78,К173СН190,39,BEGIN,2022-10-12 13:27:03
79,К931РК99 ,40,BEGIN,2022-10-12 13:27:03
80,М506СН77 ,6,END,2022-10-12 13:27:03
81,Р545НА77 ,13,END,2022-10-12 13:27:03
82,А591ЕУ77 ,24,END,2022-10-12 13:27:03
83,М506СН77 ,32,READY,2022-10-12 13:28:03
84,А591ЕУ77 ,38,READY,2022-10-12 13:28:03
85,О612ВХ190,28,CANCEL,2022-10-12 13:28:03
86,У384НР90 ,37,CANCEL,2022-10-12 13:28:03
87,А591ЕУ77 ,38,BEGIN,2022-10-12 13:28:03
88,Р545НА77 ,36,READY,2022-10-12 13:29:03
89,Р071ХС77 ,30,CANCEL,2022-10-12 13:29:03
90,Р545НА77 ,36,BEGIN,2022-10-12 13:29:03
91,Р023ЕН77 ,5,END,2022-10-12 13:29:03
92,М919НР77 ,18,END,2022-10-12 13:29:03
93,Р071ХС77 ,41,READY,2022-10-12 13:30:03
94,Р023ЕН77 ,44,READY,2022-10-12 13:30:03
95,М919НР77 ,46,READY,2022-10-12 13:30:03
96,М506СН77 ,32,CANCEL,2022-10-12 13:30:03
97,М919НР77 ,46,BEGIN,2022-10-12 13:30:03
98,К897КН977,25,END,2022-10-12 13:30:03
99,С214ТР777,33,BEGIN,2022-10-12 13:31:03
100,К931РК99 ,40,END,2022-10-12 13:31:03
101,М506СН77 ,42,READY,2022-10-12 13:32:03
102,К897КН977,45,READY,2022-10-12 13:32:03
103,Т561СО77 ,34,BEGIN,2022-10-12 13:32:03
104,М506СН77 ,42,BEGIN,2022-10-12 13:32:03
105,Р023ЕН77 ,44,BEGIN,2022-10-12 13:33:02
106,О612ВХ190,43,READY,2022-10-12 13:34:03
107,У384НР90 ,49,READY,2022-10-12 13:34:03
108,А274ЕТ197,29,END,2022-10-12 13:34:03
109,Р030РС99 ,17,END,2022-10-12 13:35:03
110,К389ТУ77 ,31,END,2022-10-12 13:35:03
111,М506СН77 ,42,END,2022-10-12 13:35:03
112,М506СН77 ,48,READY,2022-10-12 13:36:02
113,К389ТУ77 ,53,READY,2022-10-12 13:36:02
114,Р071ХС77 ,41,BEGIN,2022-10-12 13:36:02
115,М506СН77 ,48,CANCEL,2022-10-12 13:36:02
116,К389ТУ77 ,53,CANCEL,2022-10-12 13:36:02
117,К173СН190,39,END,2022-10-12 13:36:02
118,М506СН77 ,47,READY,2022-10-12 13:37:02
119,К389ТУ77 ,51,READY,2022-10-12 13:37:02
120,Р030РС99 ,54,READY,2022-10-12 13:37:02
121,А274ЕТ197,55,READY,2022-10-12 13:37:02
122,К173СН190,50,READY,2022-10-12 13:38:03
123,У384НР90 ,49,BEGIN,2022-10-12 13:38:03
124,М506СН77 ,47,BEGIN,2022-10-12 13:38:03
125,К389ТУ77 ,51,BEGIN,2022-10-12 13:38:03
126,Р030РС99 ,54,BEGIN,2022-10-12 13:38:03
127,В980МУ977,27,END,2022-10-12 13:38:03
128,В980МУ977,52,READY,2022-10-12 13:39:03
129,О612ВХ190,43,BEGIN,2022-10-12 13:39:03
130,В980МУ977,52,BEGIN,2022-10-12 13:39:03
131,Е329РР150,19,END,2022-10-12 13:39:03
132,О578РН77 ,35,END,2022-10-12 13:39:03
133,Р030РС99 ,54,END,2022-10-12 13:40:03
134,О578РН77 ,56,READY,2022-10-12 13:41:02
135,Р030РС99 ,57,READY,2022-10-12 13:41:02
